"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 21:53:51 GMT 2022","Sat Jun 25 21:53:53 GMT 2022","2581","","NPM Project Swag Labs","","","","Login",""
"passed","Sat Jun 25 21:53:57 GMT 2022","Sat Jun 25 21:53:59 GMT 2022","1811","","NPM Project Swag Labs","","","","Adding products to cart",""
