"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 29 22:47:25 GMT 2022","Sun May 29 22:47:26 GMT 2022","1141","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Sun May 29 22:47:23 GMT 2022","Sun May 29 22:47:25 GMT 2022","1979","","NPM Project Swag Labs","","","","Login",""
