"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 19:47:15 GMT 2022","Thu Jun 23 19:47:17 GMT 2022","2024","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Thu Jun 23 19:47:10 GMT 2022","Thu Jun 23 19:47:12 GMT 2022","1693","","NPM Project Swag Labs","","","","Login",""
