"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 19:38:15 GMT 2022","Thu Jun 23 19:38:18 GMT 2022","2408","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Thu Jun 23 19:38:10 GMT 2022","Thu Jun 23 19:38:12 GMT 2022","2004","","NPM Project Swag Labs","","","","Login",""
