"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 24 21:53:32 GMT 2022","Fri Jun 24 21:53:34 GMT 2022","2354","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Fri Jun 24 21:53:26 GMT 2022","Fri Jun 24 21:53:29 GMT 2022","3056","","NPM Project Swag Labs","","","","Login",""
