"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 00:27:49 GMT 2022","Wed Jun 08 00:27:52 GMT 2022","2551","","NPM Project Swag Labs","","","","Login",""
"passed","Wed Jun 08 00:27:54 GMT 2022","Wed Jun 08 00:27:56 GMT 2022","1486","","NPM Project Swag Labs","","","","Adding products to cart",""
