"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 00:13:21 GMT 2022","Wed Jun 08 00:13:24 GMT 2022","3021","","NPM Project Swag Labs","","","","Login",""
"passed","Wed Jun 08 00:13:26 GMT 2022","Wed Jun 08 00:13:28 GMT 2022","1654","","NPM Project Swag Labs","","","","Adding products to cart",""
