"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 08:23:45 GMT 2022","Wed Jun 01 08:23:46 GMT 2022","998","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Wed Jun 01 08:23:43 GMT 2022","Wed Jun 01 08:23:45 GMT 2022","1718","","NPM Project Swag Labs","","","","Login",""
