"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 22:41:45 GMT 2022","Mon Jun 27 22:41:47 GMT 2022","1623","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Mon Jun 27 22:41:40 GMT 2022","Mon Jun 27 22:41:42 GMT 2022","1886","","NPM Project Swag Labs","","","","Login",""
