"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 23 19:30:27 GMT 2022","Thu Jun 23 19:30:30 GMT 2022","2617","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Thu Jun 23 19:30:20 GMT 2022","Thu Jun 23 19:30:23 GMT 2022","2995","","NPM Project Swag Labs","","","","Login",""
