"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 29 15:17:36 GMT 2022","Sun May 29 15:17:38 GMT 2022","2097","","NPM Project Swag Labs","","","","Login and logout",""
"passed","Sun May 29 15:17:38 GMT 2022","Sun May 29 15:17:39 GMT 2022","1116","","NPM Project Swag Labs","","","","Adding products to cart",""
