"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 07 19:35:11 GMT 2022","Tue Jun 07 19:35:13 GMT 2022","1067","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Tue Jun 07 19:35:09 GMT 2022","Tue Jun 07 19:35:11 GMT 2022","2077","","NPM Project Swag Labs","","","","Login",""
