"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 29 21:41:55 GMT 2022","Sun May 29 21:41:56 GMT 2022","1073","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Sun May 29 21:41:53 GMT 2022","Sun May 29 21:41:55 GMT 2022","1816","","NPM Project Swag Labs","","","","Login and logout",""
