"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 04:02:49 GMT 2022","Sat Jun 25 04:02:50 GMT 2022","1949","","NPM Project Swag Labs","","","","Login",""
"passed","Sat Jun 25 04:02:53 GMT 2022","Sat Jun 25 04:02:55 GMT 2022","1432","","NPM Project Swag Labs","","","","Adding products to cart",""
