"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 24 21:56:49 GMT 2022","Fri Jun 24 21:56:51 GMT 2022","1596","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Fri Jun 24 21:56:44 GMT 2022","Fri Jun 24 21:56:46 GMT 2022","2036","","NPM Project Swag Labs","","","","Login",""
