"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 01 08:55:15 GMT 2022","Wed Jun 01 08:55:16 GMT 2022","1079","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Wed Jun 01 08:55:13 GMT 2022","Wed Jun 01 08:55:15 GMT 2022","1798","","NPM Project Swag Labs","","","","Login",""
