"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 21:49:26 GMT 2022","Sat Jun 25 21:49:28 GMT 2022","2679","","NPM Project Swag Labs","","","","Login",""
"passed","Sat Jun 25 21:49:32 GMT 2022","Sat Jun 25 21:49:34 GMT 2022","1930","","NPM Project Swag Labs","","","","Adding products to cart",""
