"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 02:16:15 GMT 2022","Sat Jun 25 02:16:17 GMT 2022","2053","","NPM Project Swag Labs","","","","Login",""
"passed","Sat Jun 25 02:16:20 GMT 2022","Sat Jun 25 02:16:21 GMT 2022","1587","","NPM Project Swag Labs","","","","Adding products to cart",""
