"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 16 01:18:00 GMT 2022","Thu Jun 16 01:18:01 GMT 2022","1830","","NPM Project Swag Labs","","","","Login",""
"passed","Thu Jun 16 01:18:05 GMT 2022","Thu Jun 16 01:18:07 GMT 2022","2195","","NPM Project Swag Labs","","","","Adding products to cart",""
