"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 27 22:42:39 GMT 2022","Mon Jun 27 22:42:40 GMT 2022","1784","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Mon Jun 27 22:42:33 GMT 2022","Mon Jun 27 22:42:35 GMT 2022","1779","","NPM Project Swag Labs","","","","Login",""
