"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 30 12:19:08 GMT 2022","Mon May 30 12:19:10 GMT 2022","2033","","NPM Project Swag Labs","","","","Login",""
"passed","Mon May 30 12:19:10 GMT 2022","Mon May 30 12:19:11 GMT 2022","981","","NPM Project Swag Labs","","","","Adding products to cart",""
