"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 02:39:58 GMT 2022","Sat Jun 25 02:39:59 GMT 2022","1742","","NPM Project Swag Labs","","","","Adding products to cart",""
"passed","Sat Jun 25 02:39:51 GMT 2022","Sat Jun 25 02:39:54 GMT 2022","3034","","NPM Project Swag Labs","","","","Login",""
