"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 25 15:40:11 GMT 2022","Sat Jun 25 15:40:13 GMT 2022","2454","","NPM Project Swag Labs","","","","Login",""
"passed","Sat Jun 25 15:40:17 GMT 2022","Sat Jun 25 15:40:19 GMT 2022","1658","","NPM Project Swag Labs","","","","Adding products to cart",""
